"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","NlVald","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjV97eUpukqN84_5H46DjNCzh4ws3OemRihNSj4OcOyO-o56jdM=w36-h36-p-rp-mo-br100","Crepipro","","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIWhgIYDNLJIZN-zXAga3MmKWC9dnQIVv69tRfRiUfypz-jyA=w36-h36-p-rp-mo-br100","Dolores Abeel","1 review · 2 photos","2 years ago","Waited patiently for 10 months for an appointment at the allergology department. Referred by GP, dermatologist and gastrointestinal specialist because all symptoms point to food allergy. After 5 minutes I was knocked out by a doctor who did not listen to my complaints, could not understand me, wanted to help and shrugged his shoulders when you asked who could help. To which he replied that he might write a note to my GP to refer me to another dermatologist. I wonder whether the ombudsman service will really act or excuse itself. I may have been stupid myself in going to UZA, the specialist would rather have me go to Leuven.","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjViMIbbK-5C3_hlWWnFvSVkp2SB8E6gzxg5DVtr3CI-_v8Ntynx=w36-h36-p-rp-mo-br100","Nane Dongo","","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJD0tZaqfJIaaoGCTCGQXaeYQ0MNMLDZ7ohhYAoWNssR4FzoQ=w36-h36-p-rp-mo-ba3-br100","Paul Dekker","Local Guide · 59 reviews · 47 photos","2 years ago","Have you drive 3 hours there and 3 hours back for a consultation and then tell them at the consultation that they cannot help you.

However, this could have been prevented by one telephone question.

Lousy hospital!","Translated by Google","・","See original (Dutch)","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocItPqz5nQICxvRH7Rs1n1WDmmtLGu5QYibcpb0D0xgVA-QsOA=w36-h36-p-rp-mo-ba2-br100","I Grunw","Local Guide · 17 reviews · 3 photos","2 years ago","Depending which doctor or surgeon you consult, and which wing you will be staying this can be a very good hospital. New and modernized Children's hospital on the rear side is state of the art and unsurpassed in Belgium.","","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjVi6ZTra6qyk4hWQIKluwY0nTbcyPx6FYH_fbcZldDGIzRdCMvs=w36-h36-p-rp-mo-ba4-br100","Jasmine M","Local Guide · 87 reviews · 62 photos","2 years ago","Spacious and professional hospital","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV9_dtgK8A0pLBw7-Xlh9l35uR4ZUHaIcWbCgehy7EqNZxWvk82=w36-h36-p-rp-mo-ba5-br100","Alzubaidi Qahtan","Local Guide · 53 reviews · 177 photos","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK3A2p13cTi1_chaAmEqIdjnlyGOTT1lmM-U47hucuHgys7rA=w36-h36-p-rp-mo-ba4-br100","Erwin Van Eynde","Local Guide · 82 reviews · 13 photos","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIXvxx9ykDWuzkeKRKtyyYsX3DrE9h7TSZCSWGKC5IetQgEGw=w36-h36-p-rp-mo-br100","Zakir Salimov","1 review","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLN8wBtwGA6xyYedaRKwyWfvYr-sIJknX_55d_lPBOo2_O96g=w36-h36-p-rp-mo-ba3-br100","Bart Asselman","Local Guide · 22 reviews","2 years ago","For being a ""big boite"" this is a really good hospital. Super friendly nurses and doctors.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX70bxmrUWq0UksN7cMX9FchlGgUcGLTrAzGAZluJHpgzHX9IDo=w36-h36-p-rp-mo-ba5-br100","Jaco Floresteijn","Local Guide · 259 reviews · 13 photos","2 years ago","Very neat and clean hospital where the doctors still take the time to explain things to the people.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocK_1s6ccridZY7-4LSdPnPW0VzZfS37MrSwdDGfpYoMDXvXhA=w36-h36-p-rp-mo-br100","London Larooy","2 reviews","2 years ago","Arrived at the emergency room at 11 o'clock in the evening, again very quickly and friendly service. From the triage to the doctor and nurse, very friendly and knowledgeable people. Thank you","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocI2DWLz4IByARvES8C2qjSo3k-Zw0HyHVC1C8n-ELfXW77fCg=w36-h36-p-rp-mo-br100","Mohammed El hani","4 reviews","2 years ago","Top hospital, department C1, helpful nurses, but some would be better off looking for other work...","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJA-H87RWKFFBTAbx8BQx38EABhP7L4NQ-xQ0oMs2FhWBV3NQ=w36-h36-p-rp-mo-ba2-br100","Lander Giebens","Local Guide · 14 reviews · 2 photos","2 years ago","Cardiology is a very pleasant department!","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocIGuqpecp_XQxo_NW0TZvlcCcthvBseMp8JT7bNwLJcxb5N=w36-h36-p-rp-mo-ba2-br100","Isabelle Sellier","Local Guide · 22 reviews · 2 photos","Edited 2 years ago","Having unfortunately had the opportunity to stay in many hospitals, this one amazes me!! Both by the modernity of the equipment and the genuine pain management, as well as the helpfulness and kindness of the staff. One of my operations had to be postponed due to the same staffing issues as in France, despite the language barrier. I feel cared for, listened to, and comforted like I've never been in a hospital, and they take the time to explain the reasons for each treatment or change in my situation, which is also very complex. Thank you to them.
This comment was about intensive care; since then, I've been transferred to a trauma unit, and I maintain that!","Translated by Google","・","See original (French)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjWaIY7wrcw2Ch4wTTtW4pLh5XNxUPh-5_pK5ObvRsMGlQptrWT0=w36-h36-p-rp-mo-ba2-br100","Tony Van Cauwenberghe (Gin Tony)","Local Guide · 29 reviews · 5 photos","2 years ago","The orthopedic department is top-notch! Top-notch doctors, top-notch nurses, and top-notch service! One of the few hospitals you can completely trust! Thank you.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXHAqMDsV9PbkLe3OF8HNcGW7gcV1rgIe0ur7Y4HPpbaahHmSbJ=w36-h36-p-rp-mo-br100","Jade Ansoms","1 review","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJYZglYQ9pdHyQDmP_GuTJm_k_dgR-kAux7bn-sU6J2SzCpRQ=w36-h36-p-rp-mo-br100","Milou Amann","9 reviews · 1 photo","2 years ago","Arrived at the emergency department, received good care and very friendly staff. Despite the fact that they were incredibly busy, they indicated this.
No question was too much, and listened very well to the complaints.

Then transferred to the operating room to then spend the night in a room, the nurses in the department were extremely friendly.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocIFMgQ1n3Ywetf14h4YfbMNTFWP9seZzy7rL_kYCecryNhpCg=w36-h36-p-rp-mo-ba2-br100","Kristof Voet","Local Guide · 17 reviews","2 years ago","Fantastic team of doctors, assistants and care staff in the thoracic and vascular surgery department. My operation went smoothly, I was able to recover afterwards in an excellently equipped room and was well surrounded. The food was very decent and no longer the classic hospital meal.

It was even a bit of a shame to be discharged early. This hospital is highly recommended if you unfortunately cannot avoid a hospital…","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocK1ZugRchhFWRsiJCtIatpmNkFvLD2I64TnRy55uGU2kwzABg=w36-h36-p-rp-mo-br100","Jesse Ruys","6 reviews · 1 photo","Edited 2 years ago","Fell off the roof and had the most unfriendly care at the UZA.

Falling off the roof hurt less than the service they offer there.

Too bad","Translated by Google","・","See original (Dutch)","","","","Share","Like","11"
"https://lh3.googleusercontent.com/a/ACg8ocJDEB-QqFFzMlOcroPK-PZuDbXwszLkP4R8XicGYRcX2mq_Nw=w36-h36-p-rp-mo-ba4-br100","J. G.","Local Guide · 48 reviews · 78 photos","2 years ago","Incredibly helpful!
The emergency physicians as well as doctors and healthcare staff from the other departments are extremely friendly.
Thank you for researching and informing me so well.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUEYJV7jr3XdVMvcjYC10kx2ennWLh9f033b2u8az_krAebBDHC=w36-h36-p-rp-mo-br100","Resul Safa","11 reviews · 1 photo","2 years ago","Doctor to the professor: ""The patient is sentenced to death.""
Professor to the doctor: ""Get him out of here at all costs so he can die outside.""
THAT IS MY SITUATION. With a very serious sleep apnea (74 s/h), I waited more than six months to get an appointment.","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjVy92EdYnAnESUUKVwKRSWhDMEjw_haDgdbKa4cgBDhYu64Guc6=w36-h36-p-rp-mo-ba4-br100","Özgür Çoban","Local Guide · 254 reviews · 5 photos","2 years ago","a big hospital","Translated by Google","・","See original (Turkish)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVRPQui2mhcZuqlCowGMSoyIA0oWpn2UxMIF4iUYXobrBPr0bk=w36-h36-p-rp-mo-br100","Edmond Van Tornhaut","1 review","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUFxafvooLI2dNsFmTow3C791L7W365nX4B3pJh7ieMu7mHcWOarA=w36-h36-p-rp-mo-ba7-br100","Helmut Dons Olieslagers","Local Guide · 654 reviews · 12,363 photos","Edited 2 years ago","Best University Hospital in Antwerp Edegem. Many specialisations in handling and treatment sickness. Good public transport from city center to the hospital. I read a lot of bad reviews here but for myself I was very good informed by the anesthesia doktor and the doktor who did the operation to check if my heart was ok, and the nurses were very nice on the cardio department. A good restaurant with outside terrace, mini super market and pharmacy available. Big parking place outside.","","","","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocIjJFCXesMyAV6RrIZgwjI-Vfk7GaP-VOl1l8SkiLrbqgE_8Q=w36-h36-p-rp-mo-br100","Jacobus Van Kol","42 reviews · 2 photos","2 years ago","They are very strict there","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVNeRwkVTIdCqaati8zD9JCS5OIFXzvosP-6HUWZc0uU0rBftTC=w36-h36-p-rp-mo-ba4-br100","Ludo Poels","Local Guide · 92 reviews · 1 photo","2 years ago","Nice hospital","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXP8RZhxBTMe-EX-LViw9t-V3W_vm76iNQ583nlWeRkRG-ky9w=w36-h36-p-rp-mo-br100","Yasmin Hava","2 reviews","2 years ago","I would like to thank Dr Dina De Bock for everything. Super professional and top work. Not only is she good at her job, but she is also a very sweet, warm person. Thank you to all the staff at uza, keep up the good work!","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK7pYj1yUnZ03HGgXZ4zkqB_wdQP7IqHz3hwr0po4St547SSA=w36-h36-p-rp-mo-br100","E T","5 reviews","2 years ago","The specialist in the cardiology department who operated on me in 2016 had time to appear on TV with her face at top doctors, but not to properly inform the patient, she thinks she is God and untouchable! I would rather go to Leuven than ever go to that department in UZA again. What hell my stay there was.","Translated by Google","・","See original (Dutch)","","","","Share","Like","10"
"https://lh3.googleusercontent.com/a-/ALV-UjVqljRx_KdqLDykoN-gYA6hZ1ZH7QYQEYX3tCD82FwWyg8uEmmS=w36-h36-p-rp-mo-ba5-br100","Matthias Cogge","Local Guide · 99 reviews · 204 photos","2 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxcXs0ujYUQP63AzqAr417OiaEYheTvlYzwPYYQj3GsrTVR2SZ=w36-h36-p-rp-mo-br100","Lyrics Video","8 reviews","2 years ago","Been to the emergency room and send you home in pain without any explanation of what is causing my complaints. A blood test is apparently sufficient while I recently had blood taken by the GP. I am always sent home with the same explanation.","Translated by Google","・","See original (Dutch)","","","","Share","Like","9"
"https://lh3.googleusercontent.com/a/ACg8ocK_IRUBjXg1eKHHRIPDi47x5sgSPoai8IntqKDoya6258uPjA=w36-h36-p-rp-mo-br100","Alex Van Der Jeught","3 reviews","2 years ago","Simply the best uz I know, super friendly, very competent doctors, specialists and professors. Nursing simply top, the medical staff will always try to find the right solution and will not just give up","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocLvN5fnWIsJ895zAqHMdDBvQy-DvTh2cmcKqe-28RKdhksnXA=w36-h36-p-rp-mo-br100","wesal popal","6 reviews","3 years ago","low service, in the weekend is one doctor in all hospital and he every time busy in emergency , my son is was sick we waited for the doctor more than 4 hours","","","","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocK9U4wHtoKGtacl_0QusOpeaLAF7gu-sIj22WFzcsAWBbLGlg=w36-h36-p-rp-mo-ba5-br100","eric hermans","Local Guide · 248 reviews · 1 photo","3 years ago","I think it is a very good hospital, you are helped quickly and the staff is very friendly","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjV7zaYsWPtZC-LkMWZc9EG948uamEu2V0pFlTFyD2BieOSs2ugj=w36-h36-p-rp-mo-ba4-br100","Brigitte Cristiaens","Local Guide · 76 reviews · 189 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVY54Lmh4ZIczowlIZXWINkEVojCBnbl11EblDNEQ2pALhh789a=w36-h36-p-rp-mo-ba4-br100","Yvan Mertens","Local Guide · 36 reviews · 2 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVwHgEODj_HbJtOS0lxBCrzHihZGGMfJ44vmL8D6SzSeUVvNioK=w36-h36-p-rp-mo-ba5-br100","Mark De Quidt","Local Guide · 136 reviews · 517 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKWrJdxhByhql1SqL0tLtWiSwIPkj16SQZtcHZZjkRS7wowMw=w36-h36-p-rp-mo-ba5-br100","Vincent Jacobs","Local Guide · 70 reviews · 2,314 photos","3 years ago","I mean, it's a hospital... Not the best... Not the worst","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKpi_LJuuG4M4Ctho4j2oHjYQf0bvaO3U_9G6d7MaUpiP8GBw=w36-h36-p-rp-mo-ba4-br100","Nicole Claeys","Local Guide · 97 reviews · 337 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVJ3z7R_pWRNvrH5MoKWYGsIK5crSHPQY9y_Fc1uQCfVxHT6XC7=w36-h36-p-rp-mo-ba3-br100","W. De Ruiter","Local Guide · 67 reviews · 32 photos","3 years ago","Helped with spinal canal stenosis 7 years ago. Drs Kamerling. Everything went well and very good care in the hospital. A long way for us but it was more than worth it. A really great hospital.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjWoAmHIMrRADVA260-JjadspY9CK4a7NJJ0DCMP-Oeda752ngrJ=w36-h36-p-rp-mo-br100","Songul Koc","3 reviews","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWFAnnU1aD6kV6Vi25kxxTFfy16CtB6RaiaeiXk65Zjj3MU2dhMdQ=w36-h36-p-rp-mo-ba3-br100","Viviane “BibiLinnu” Minnebach","Local Guide · 28 reviews · 13 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUoTupSAyQDjunojpFxWLr3bWmBHrrpX0SXhzE_F-S7Uhdk89w=w36-h36-p-rp-mo-br100","rattekoper","1 review","3 years ago","Are you lying there with a collapsed lung, they put you in the wrong department, you are half dying, you call the red button, it takes an hour for the nurses to come
Do we explain that I can't take pills and give me pills for the pain?
Sorry but this hospital worst ever","Translated by Google","・","See original (Dutch)","","","","Share","Like","9"
"https://lh3.googleusercontent.com/a-/ALV-UjWMNasZN1PcvgDKP-_XMxP80ILaJSSs5Pe26oJMvpfakH59x66d=w36-h36-p-rp-mo-ba5-br100","R C","Local Guide · 240 reviews · 8 photos","3 years ago","Jewelry from deceased patients is stolen.
The ombudsman service does not respond to questions about this.
As a human being you cannot go any lower.","Translated by Google","・","See original (Dutch)","","","","Share","Like","12"
"https://lh3.googleusercontent.com/a-/ALV-UjWNUZb9emmMC-cyUtQ16cihWGe5hWWAF0_IG6RyWXnrvIeRG-Lm=w36-h36-p-rp-mo-ba4-br100","Henio36 Zak","Local Guide · 124 reviews · 133 photos","3 years ago","Young experienced staff who acquired knowledge from their teachers.
Creative, not afraid to use modern technology.
Staff service - Satisfactory +.","Translated by Google","・","See original (Polish)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUAEWhvxCgkak2oeIBLxfw5TFaoiAva1qF9GLBfQcM95U5mF0Xs=w36-h36-p-rp-mo-br100","Mariette Tuerlinckx","8 reviews · 78 photos","3 years ago","Things used to be better","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLolDar_rjKsXu3mdR4M7IEMFINW-8MC-aGPmFy2eoohjeriQ=w36-h36-p-rp-mo-ba3-br100","Demi Huijbregts","Local Guide · 43 reviews · 1 photo","Edited 3 years ago","Too long waiting time for a ticket to enter.
....","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVUX19yxYsmz11Zby8_jGI-ao5dgYtotGEAcqp6_vmVcu6g1aUMVw=w36-h36-p-rp-mo-ba3-br100","Gosia Rejek","Local Guide · 8 reviews · 2 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVoOPsi8l06_vHH-r43Uhqet6mrIFD_xDKGsFjlyIsPRcrwhAsi=w36-h36-p-rp-mo-br100","Ama Ouologuem","11 reviews","3 years ago","I have visited many hospitals in my life, but this one is worth a note. Very sweet caregivers and work well together. I am very satisfied with their way of working.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWBZTX6bgQ5I0jPj6EMtfFq1mdK9iSxfdXuSPSG5WRMAkGhTo9ceg=w36-h36-p-rp-mo-ba5-br100","Véronique Felix","Local Guide · 105 reviews · 42 photos","3 years ago","Uza is a very well specialized hospital, with lovely employees and doctors.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocLnhd7vPvoUXE4nI1ucrDq5nSxXOv1Q3e3OVfMSwBOql8-hyQ=w36-h36-p-rp-mo-br100","Jannatul ferdous Oishi","1 review","3 years ago","Nice","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLZveCgtOkdnCxY8oOOnC3NaVIdXvSgDuxi7bANRbN_G_HVBw=w36-h36-p-rp-mo-br100","Sarah Van de velde","4 reviews","3 years ago","I was treated very well, everything went well! Thank you for the good care every time!","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWtvLgST2BzUw7h7reDUkHvfmTA3n99aK9t23wwPkjhgGHQJm1F=w36-h36-p-rp-mo-ba4-br100","Mady De Winter","Local Guide · 55 reviews · 10 photos","3 years ago","I can't say a single bad word about it. Skilled doctors, nurses, cleaning ladies,... I can keep going. But like with everything you have to be lucky for sure🍀well for me it's a blessing in disguise for sure😊. Or at least 1 point... the parking subscriptions have increased by €4, but that's not going to be expensive🤔 …","Translated by Google","・","See original (Dutch)","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjV7wHzisNzjObnZUyLVus1UZffzHoKTm3VXXKJpEo1ricOidIXG2A=w36-h36-p-rp-mo-ba6-br100","Be Logic","Local Guide · 268 reviews · 2,402 photos","3 years ago","Top experiences here","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWOzqbstXmj2LoToS6HvjpPg1x2C6GrII71LUYQq4Ya2RA5ZYjL=w36-h36-p-rp-mo-ba4-br100","Schiffie","Local Guide · 118 reviews · 4 photos","3 years ago","Very good hospital!!!","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKCH6dTf4dNvroipncV8E-MJXwbKRhakJS7PPdo9vCn-wnyMQ=w36-h36-p-rp-mo-br100","Leandro Oliveira","","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKRjAm-JiFp8MZ6wVz_psOzM9vtWVM7H-hDqra3nZrCAfqeGQ=w36-h36-p-rp-mo-br100","Tzolkin Eagle","","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKQar3ROEZo3v1p75BC7SjTGBkkat79TUk_hTzEMizhnYJZNiY=w36-h36-p-rp-mo-br100","BrendenVc _","7 reviews · 1 photo","Edited 3 years ago","Worst communication","Translated by Google","・","See original (Dutch)","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjXNNQhBhVT-et9L909XEQufGx_v5HoflthMhGfOUI0KiSv2ibXn=w36-h36-p-rp-mo-ba2-br100","Onbekend Anoniem","Local Guide · 19 reviews","3 years ago","This was once a top hospital
But now it only worsens with age!
Communication between the employees there also does not work as it should","Translated by Google","・","See original (Dutch)","","","","Share","Like","7"
"https://lh3.googleusercontent.com/a-/ALV-UjWJBcaxoxzF930_iJAuunhKntpNx11pb29AWm5_pT0NfB4L4Ig=w36-h36-p-rp-mo-ba4-br100","Melanie VR","Local Guide · 19 reviews · 46 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW3P6icAbgvgX7BUndpf06xzKFfbfkxiApzhrDG9N0mQLnoXPDy9A=w36-h36-p-rp-mo-ba3-br100","Gabriel Martinez","Local Guide · 34 reviews · 6 photos","3 years ago","Last saturday I had to bring my girlfriend to the emergency room, around 8pm. Due to the nature of the situation, we prefer to speak in English so we can explain better the problem. All the doctors and nurses were extremely friendly and helpful, we appreciated that a lot. But the receptionist of the emergency area was a very unpleasant woman... we don't know if it had to do with us speaking English or something else but for someone working in the emergency room, where you have to go for something bad, I would expect more empathy. Once we were done, we asked her if there was anything else for us to do, to complete the discharge (this was our first time at the ER). She said in a very sarcastic tone that everything was done and that she will make sure we received the bill for the attention... as if that was the most important thing at the moment!!! Very poor choice of words to use with people leaving the ER.","","","","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocJwToyO9xsgfO8MeLySrdxSYXwkLS01F1NNNCbxpy6vAX6OuA=w36-h36-p-rp-mo-ba3-br100","Kitty Dauchy","Local Guide · 41 reviews · 23 photos","3 years ago","Fast and friendly staff","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIIh9Gqx6hONNJ51HE5G2Fj_nDJt93o3sBQlli17KqyzoT-yQ=w36-h36-p-rp-mo-br100","Luc N","15 reviews · 24 photos","3 years ago","Friends politics in general","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocJcWVhy_hvz8YqMPZYqYGHoExC9ZLb6mYC2957q6lc9To1dPQ=w36-h36-p-rp-mo-ba2-br100","Lieve Vancampfort","Local Guide · 21 reviews · 2 photos","3 years ago","Super friendly nurses on route 11.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocICtTlyMoEUJ5C8tO7MrNv08nwy9CLykVJt-uHaepfaNVeMAA=w36-h36-p-rp-mo-br100","Bianca Hosewol","1 review","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWlkFj4Ri4d0A51yQMYoRdlhb59zxO2ftUM_Espgm5yhzoE-9k=w36-h36-p-rp-mo-ba4-br100","Nadia Van San","Local Guide · 44 reviews · 2 photos","3 years ago","Entrance hall answer questions about your health at that moment regarding Covid.
You will receive a code that the staff at the entrance of the hospital scans to enter the building.
Volunteers are waiting there to guide patients so that everyone reaches their destination.
A real team effort.
Things are going well.
From the staff to the doctors and professors, everyone is polite, serene and they listen to you
as a person.
There you are not a number and they do not work per patient per fifteen minutes.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjVWbLi8KEmLYN6dmuTvcNivN0PpSzGjIU_fyKNECSlDwb1wzWbEaw=w36-h36-p-rp-mo-ba3-br100","Preity Djiggs Miller","Local Guide · 23 reviews","3 years ago","Not at all good experience with the professors especially and couples nurse !! If your health is important to you never go to this hospital !!! Not a good experience especially end of 2021","Translated by Google","・","See original (Dutch)","","","","Share","Like","8"
"https://lh3.googleusercontent.com/a/ACg8ocL7CDqeW44gvgUHh_ldbVXEsr9lB2yBgdGdpk3Gb1IR2zxhNA=w36-h36-p-rp-mo-br100","Gerardine","14 reviews · 1 photo","3 years ago","Incompetent doctors who supposedly know it all much better, but when they make mistakes, not once but several times, they continue to beat around the bush instead of admitting it. What I have already experienced here:

- A surgeon who claims that my disease will never come back after an immense operation, less than a year later this disease is back. Didn't get any explanation about how or what, the message is just learn to live with it.
- A neurologist who prescribes immunotherapy to young women and does not understand the impact of this and who
the patient completely denies symptoms. Medical gaslighting at its finest. Because of this I cannot get pregnant, I was never told in advance.
- An ophthalmologist who sees you for 2 minutes and doesn't even have the respect to say goodbye properly when leaving.
- An endocrinologist who also made a mistake, admits it and apologizes but then gets angry when you ask for a second opinion.

I've experienced it all here, never again!","Translated by Google","・","See original (Dutch)","","","","Share","Like","33"
"https://lh3.googleusercontent.com/a-/ALV-UjWsjWshJNxVEYMFQwKzanEfnidyAtNLQrzMeWfhZEojubJ9Lbcv=w36-h36-p-rp-mo-ba4-br100","Jan Van den boomgaard","Local Guide · 83 reviews · 2 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX28xdCv6y0mNNfX0aw0xiPtMfI2TVUtrnY2hhP639APd2CgwQt=w36-h36-p-rp-mo-ba3-br100","Jellis Vaes","Local Guide · 37 reviews · 72 photos","3 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVPJuWwUaTTPYHYGX_o-6licizb-U6l72SNdIdj2XcCw-Fp-UBF=w36-h36-p-rp-mo-br100","Beatriz Pereira","9 reviews · 1 photo","3 years ago","My family and I have been ""regular customers"" at the UZA for years. Since my first pregnancy in 2012 until all the operations and check-ups for my son (born with a cleft palate or ""cleft lip""); treatments for my mother after neck surgery (hernia) and now also for pregnancy checks for baby #2.

Yes: it is sometimes difficult (especially now due to COVID-19) but so far I have not had any bad experiences. just wait a little longer here and there, but you have that almost everywhere. Emergencies were also very smooth (fortunately not too often) so I certainly can't complain.

I am very satisfied :)","Translated by Google","・","See original (Dutch)","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocLfFCoD76Ac_XBoqwALXnepoNSOUnTopeaa183iN6msM8dUow=w36-h36-p-rp-mo-ba4-br100","Beny Viaene","Local Guide · 95 reviews · 9 photos","3 years ago","","","","","","","","","",""
