"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a/ACg8ocKpeKRJyqpfmVkW_aYBDmlBMQG-bqIOB2olmsHsgx9i1BVBoQ=w36-h36-p-rp-mo-br100","Mouhanad Khadeja","1 review · 4 photos","2 years ago","Security specialization here","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWUgytpvBf9eWI65MycU_Yb1T6hvn7XgK6XqyOsbVt-EUjqO3xg=w36-h36-p-rp-mo-br100","Marijke Van Laere","9 reviews","2 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKjJqK6J1WS_JFIXx1fN_JMzhp8MJ0cpGzs1jPlcWcBgP3COjA=w36-h36-p-rp-mo-br100","Rhyanna geers","3 reviews","2 years ago","Doesn't even deserve a 1 star. They lie about everything, don't want to say anything and say we'll see what we can do, all nonsense, I'm never going to come back to this hospital again.","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjXikLoRnmfRkEg72t_NS1fknRE_8LPR1dwc387Lx0xVkNTQSL6k=w36-h36-p-rp-mo-ba4-br100","Michal Korson","Local Guide · 106 reviews · 94 photos","2 years ago","UZ Gent is one of the best hospitals in Belgium. Very professional doctors.","Translated by Google","・","See original (French)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocKVDoSylMfllWStBlYp3gf6_Kq3EnqpvaEzOhRAQqhJ1Yjnog=w36-h36-p-rp-mo-br100","Dominique Van Rysselberghe","7 reviews","2 years ago","Was treated very poorly by the emergency psychologist. They had a clear referral letter from the GP that the son urgently needed to be admitted and on the spot she did not want to listen and simply said there was no room in UZ and they were sent back home without anything.","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjUXetPX7OVa8UmEy2e7WwlBeXliRw93fZKBeinl3VnbhDD4y2gq=w36-h36-p-rp-mo-br100","Joost De Loor","8 reviews","2 years ago","Extremely rude approach to a covid test, really substandard, shouting and being rude to someone who has a fever.","Translated by Google","・","See original (Dutch)","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjWi7U7OotRLKvKsLQ7JRGsZB9uDD7VTMN-UeN39mjnVvvv9zgMq=w36-h36-p-rp-mo-ba6-br100","Mohammed “Ibn Batota1867” Chagri","Local Guide · 638 reviews · 1,274 photos","3 years ago","Old and new part together. The new one was the children's tower. Looks neat.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUnE_L1XAMNogwarVVEZQn5J11T0IWvBGsin1x5v-5rHfml-uea=w36-h36-p-rp-mo-ba4-br100","teteslog","Local Guide · 53 reviews · 171 photos","3 years ago","Come to have a tooth pulled and have to wait more than two hours after my “appointment”
Fed up","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocIAKJoXc5N_BysrxnUH__Qn6LbZDVRoLxOL5lkb641rp0gMHg=w36-h36-p-rp-mo-br100","Dirk Alfons","1 review","3 years ago","I have been going to the hospital for years and have always been treated well until a few years ago when I did something about it, filed a complaint and went to the police myself, I don't take it seriously! This hospital was a home to me. Where a person should feel safe, it becomes a place where I certainly no longer feel good!
I hope you will take a look at the people who work there who are not acting correctly.","Translated by Google","・","See original (Dutch)","","","Share","Like","10"
"https://lh3.googleusercontent.com/a-/ALV-UjUTkGjZfZ2SUt_Enu8HrIcS18bU1c1R70tS46bzuW1eCAxuGee8=w36-h36-p-rp-mo-br100","Jeannine Stamper","2 reviews","3 years ago","I have always been very well taken care of and very satisfied.","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocJtGDR8BqTRRW5HA8U6S-29SHlen_0QMUbEqOZuxKJqN9_8X8OQ=w36-h36-p-rp-mo-ba5-br100","Sam De Clercq","Local Guide · 46 reviews · 604 photos","3 years ago","A horrible DAY CLINIC where appointments are postponed days in advance, resulting in very long waiting times.
There is NO structure in the organization at the various counters, which apparently communicate very poorly with each other.
Here everything goes wrong, people are put on hold in the waiting room and you see +30 patients after you being treated earlier.
The nursing staff takes over places where patients will lie down after surgery, this is because the old staff cannot handle the faster system and let patients make their own plans. There was no fresh clothing for surgery, what we received had already been used. Here you will find proof that you do NOT have to look for respect for nursing in corona times. Simply unthinkable and ""very low quality"" of healthcare science at this service.","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a/ACg8ocJui1tFiBWhJBOZanv9uuy-DTMjDl97Hec16KXAvsmR1CBW2g=w36-h36-p-rp-mo-br100","Jessica Carvalho","13 reviews · 1 photo","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtGIWJT9A3QLvx1kPbkWj39e1fpA0mc8qHcqZ9-lQ8P9471zWb=w36-h36-p-rp-mo-br100","Therese Beauprez","","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWE9mQ2GwgqIqz8x8qTgn-Vh0EE-tDXWx7PGzncxNY1gF3VRT8p-Q=w36-h36-p-rp-mo-ba3-br100","Faar Oulad issa","Local Guide · 38 reviews · 10 photos","3 years ago","I prefer to drive to uz leuven 1h40","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjUh1AXJFuNN5VLEAj8HG5xHkZRpZ3xu6Mc_oHHeMfTgwvUrrwsZ=w36-h36-p-rp-mo-br100","Asya Rezovwrickeshaka","17 reviews · 14 photos","3 years ago","I went to this hospital back in 1989 for a pregnancy test. Now my daughter Asya is 33 years old.","","","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUUoPr3lL7fMa_7QMRjEVVutRkyCUoAFZ074tz2b1oH002CpiQ=w36-h36-p-rp-mo-ba7-br100","Valentijn Vergote","Local Guide · 392 reviews · 2,443 photos","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKHqm9yuGxkH-dmI-5nIL7W_-Hnlvd_5btefltvzIVlfZUVCw=w36-h36-p-rp-mo-br100","Annick Schouppe","1 review","3 years ago","The emergency psychiatry department is below all human standards! Trying to make an appointment by phone to visit my daughter, apparently it was too much to ask on the phone. The lady in the department didn't have time, I had to go to the GP. Even in this critical condition of my daughter I was told that there was no room for her anyway and she simply closed the phone without any further explanation!! I finally went to St.Jan Hospital in Bruges, where we were immediately kindly received and there was room for my daughter's critical condition.","Translated by Google","・","See original (Dutch)","","","Share","Like","15"
"https://lh3.googleusercontent.com/a/ACg8ocLZ-57Wz8J0UoRyghmtt1w9VET1pSybOmm3mwB-39255DkecA=w36-h36-p-rp-mo-br100","Adil Talhaoui","4 reviews","3 years ago","The nurses in the emergency room were super sweet, except for one Nele who was really aggressive when pulling off my son's plaster, also very nonchalant and not at all involved, let's not talk about the aggressive way of inserting a swab into the nose of a 1-year-old baby!","Translated by Google","・","See original (Dutch)","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjU6Ht9XM_BV3P4mEpp5LW-MTdqup6jDwmSyrlSmd9ggVjmMqmik=w36-h36-p-rp-mo-br100","Jayda Kay","2 reviews","3 years ago","Horrible orthodontists who do not listen to the patient's needs and on top of that also assume that you do not speak Dutch because you look ""different"" while you speak to them in flawless Dutch. I certainly don't recommend them. The appointment was a waste of money and I ended up having to find another ortho. Fortunately, this was able to help me immediately and my teeth have made great progress.

The “hand specialist” also seemed to know little about it. According to him, my condition was “normal” and there was “nothing that could be done about it”. Strangely enough, I was immediately helped in another hospital and the operation has already been planned.

The general care in this hospital leaves much to be desired and I would give them 0 stars if I could. Definitely not recommended.","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a-/ALV-UjWPaOEWULIwdpjMdC7ZN26zmU1O7WrKDrIiNw9rLHsTLJbNNgyvDQ=w36-h36-p-rp-mo-ba6-br100","Светлана Кравченко","Local Guide · 210 reviews · 3,406 photos","3 years ago","Very good! Thank you for supporting 🇺🇦👍 and treating Ukrainians!💛💙 …","Translated by Google","・","See original (Ukrainian)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjVL27cVugGtJrH94s42SN441QS-q0oH6goCez3uvI76O3TRlsqu=w36-h36-p-rp-mo-br100","Maxime Gr.","1 review","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUBuXASy6WOZzbGuuT0xbKRUyuuaIYFCuv2rVIK8o3L0Q4S8PI=w36-h36-p-rp-mo-br100","Zeki Taslidere","5 reviews · 2 photos","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWCopRL0jdlDB6NEHxdutMEazL_dlp0555QHEgKmHEws3gEYYVc=w36-h36-p-rp-mo-ba2-br100","Chawki Atfi","Local Guide · 13 reviews · 17 photos","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL5yMV53-tePbOtVH8pK6mhE_BZPbRudfFmiIJMV3PkitH1YQ=w36-h36-p-rp-mo-br100","Morgan Clarys","","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVUlYEJMt08LFt8owdHHmsqsYzujoKzqDUPnhGvDDYjYrdj8lEA=w36-h36-p-rp-mo-ba2-br100","patrick Verhaeghe","Local Guide · 21 reviews","3 years ago","very dissatisfied with the doctor who was there when I fell and his comments about uz","Translated by Google","・","See original (Dutch)","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjXpDCWX_o2QMFIWcoMykCfAWp0dNgJ5t5Nq2jpfeReYYkWtWPk=w36-h36-p-rp-mo-ba4-br100","Maria","Local Guide · 29 reviews · 235 photos","3 years ago","Ghent University Hospital offers a full range of top health care. UZ Gent is one of the biggest  hospitals in Flanders. UZ Gent also invests in scientific research and training working with the Faculty of Medicine and Health Sciences of Ghent University. Gentenaars are proud of UZGent.","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXUZCwVHh4b9j_jqwd-5CQU2qF4f-KmBcf8ZJIwrN8YLESCPyEiQA=w36-h36-p-rp-mo-br100","Shania V","3 reviews · 5 photos","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV8dOyucDXN_xSlDDNoRVM6URRfsCJHMy9NOtwvEnulUnGyd9qJ=w36-h36-p-rp-mo-ba3-br100","Natalie Saey","Local Guide · 39 reviews","3 years ago","I go to the dermatology department every 2 months to participate in a study on psoriasis where I inject my biologics in the meantime.
I always receive a very friendly welcome from Brigitte, for whom a good conversation is never too much and she really takes the time for you.","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocI8h34R4m0WrBmdBY0uVmoXMJ4E5L-AqnTJHhl1oz97L_mAmg=w36-h36-p-rp-mo-br100","Joost De Brouwer","1 review","3 years ago","Even though I was very healthy, I did not get a second ice cream after the operation. Otherwise it was 5 stars.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXrFF3QfROWiLSkNQv8q3YN8GJTs5_kygIfSe3mHOxIW0VABPo_=w36-h36-p-rp-mo-ba2-br100","Amelia Kaddachi","Local Guide · 9 reviews · 16 photos","3 years ago","I must have waited more than 5 hours for 1 blood test and 2 conversations. How is this possible if they make people wait so long without any shame, but can still strike up a conversation whenever they get inconvenienced?
UZ Gent is one of the WORST hospitals I know","Translated by Google","・","See original (Dutch)","","","Share","Like","13"
"https://lh3.googleusercontent.com/a/ACg8ocJuiQ0XLHnFiIy6DuvIjvBS8MraJkNxJpxIdi16kjIKRHVuLw=w36-h36-p-rp-mo-ba3-br100","Marleen Aerssens","Local Guide · 21 reviews · 11 photos","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKsZrvx2K1zGwXZQgib3O4x8XLYH6NoWHDa-Z0gFL7mfMaEVQ=w36-h36-p-rp-mo-ba4-br100","Sabine Verbeke","Local Guide · 197 reviews","3 years ago","Uz is a hospital with many facets.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVszMNkWPJYF3EShCLgGk9um-uzc5dCv_8mr1kqQDL9rJkZvdL4Fg=w36-h36-p-rp-mo-ba4-br100","Jean louis Barbe","Local Guide · 142 reviews · 12 photos","3 years ago","They do not offer any help, got an appointment, 1 hour 30 minutes by bus and then 45 minutes in waiting room, only to be told that it is not the right service (appointment made via call center, they are trained for this) then at the information desk, entrance 50, they promised to give an appointment this week, they were going to call back, they called back, wait until 26/01, then tried via the ombudsman service, same answer, conclusion patient is a number","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a/ACg8ocI8EPJIxpTrUMWri0dPwzKCjPMK0Ra6QReiO3B4hhJP3Mc1Rg=w36-h36-p-rp-mo-ba4-br100","Filip Bosmans","Local Guide · 99 reviews · 2 photos","3 years ago","My family had several, let's call em ""bad experiences"" dentistry department, eventually we even filed a complaint with their complaints department.
Waited patiently to get contacted as they promised. …","","","","","","Share","Like","7"
"https://lh3.googleusercontent.com/a-/ALV-UjWeJyCX9lUvsdAAmi4NTNI1vd6iWN5iHzUBu3M-x0lMcNh4iNWI=w36-h36-p-rp-mo-ba4-br100","Brigitte B","Local Guide · 37 reviews","3 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWn2Q0bFGIRyY6osvlnKKc_nWKtLkF-n_m2SigEfM3jHFmDNqpH=w36-h36-p-rp-mo-br100","Gülcihan Sayar","6 reviews","3 years ago","I have had to take a covid test several times in different places, never had a problem, always very friendly people who took my test, but what I experienced at the Ghent University Hospital was scandalous, ladies who literally took samples against their will, in a crude way she said that I had to keep my mask on, then I asked: how are you going to take the test? She said, yes but yes, you know that you have to hold your mask up to your nose!!! Anyway, then she literally rams the whole stick into my nose, tears flowed from my eyes, without compassion she certainly turns the stick 10 times in my nose which made me gag, it was the first and last time I will be there for a test.","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocKAXzW1hKrpX8DEsyzAs_oaN-UUiIYtpfHeU2Mnckf7_WzAQQ=w36-h36-p-rp-mo-ba3-br100","Pascale Slootmans","Local Guide · 31 reviews · 5 photos","3 years ago","So your doctor who gives lectures about ending life and is sponsored by the big pharmaceutical giants, do you as UZ include your hospital name in an advertising campaign of the Open VLD to pit the vaccinated against the unvaccinated?

As a non-vaccinated person, I would be afraid to have anyone from your family treated with you at all. Maybe one of you will pull the plug if this is all acceptable?","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a/ACg8ocLZKgw26Jg3rLTyn2Zf1vL5wPO8mVzCnwq96hR8W_QR0QArzw=w36-h36-p-rp-mo-br100","Sofie R","2 reviews","3 years ago","Very bad experience with this so-called 'university hospital'. To me it is not worthy of that name. Here you are just a number. The well-being of the patient is not important at all, they are only after your money. Firstly, the hospital is terribly poorly organized and the communication between the services is also substandard. You are simply sent from here to there without any results, with extremely long waiting times in between. Especially a very bad experience with doctor ARNE BURSSENS (orthopaedist). I had a problem in both feet. The doctor didn't even think it was necessary to look at my feet (he remained sitting behind his desk) or to refer me ?!!!!! He diagnosed me with tarsal tunnel on both feet which in retrospect was completely wrong!! He didn't even bother to look at the results of my previous tests... Ultimately, after a long wait, I ended up in the pain clinic where the nurse at the counter was extremely unfriendly. They had tried a treatment and it did not work and she informed me in a very unfriendly way that she could not help me further and that I had to look for other solutions myself... Ultimately I ended up at a private clinic in Melle where I was listened to and where the doctor gave me a completely different and this time correct diagnosis and without long waiting times. My advice: DO NOT go to a university hospital and certainly not UZ-Gent. A smaller clinic makes more effort and it goes much smoother and faster.","Translated by Google","・","See original (Dutch)","","","Share","Like","14"
"https://lh3.googleusercontent.com/a/ACg8ocKDiq7Dpqoem0x9FtP8_g1FqxpvirUTCIR6plpKM6R4dYHUNw=w36-h36-p-rp-mo-ba2-br100","Jeanmarie Van Lierde","Local Guide · 21 reviews","3 years ago","Discharged this afternoon at vascular K12 5th floor. Nursing there was top notch, especially the nurse and intern who cared for me this morning and helped me with discharge. Thank you!","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXl4qzFE6Nc-Ai5DbTiGPOHQYMOXWqFuSPXwbMWACp4RUCp6lfh=w36-h36-p-rp-mo-ba3-br100","Willem D.","Local Guide · 60 reviews · 64 photos","3 years ago","Large and old looking hospital but with very good care at a high level, all medical specializations in house. Friendly and knowledgeable staff and excellent in terms of equipment. Ample parking. Only the food is less.","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjV5pHH355XALkhQGxE_ocs8Ny8ff6sFX2KUJIAInJs710eD53z6=w36-h36-p-rp-mo-br100","Alejandra López Ruíz","4 reviews · 1 photo","3 years ago","Could be the best in whatever thing...but if you call for an appointment and you still have to wait A MONTH for a consultation to be given one's results after undergone an ecocardiography and the 24-Hour Holter Monitoring, I am sorry but it is overall even worse than any other (under)developing country health service.","","","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjV48YVCIx7m7wWYt62OdJBYoX5QT2WMo2TTXRCZx_VIu8JslHZYCg=w36-h36-p-rp-mo-ba4-br100","Hannes","Local Guide · 79 reviews · 33 photos","3 years ago","In the emergency room I felt like I was in a 3rd world country. Waiting for hours without updates, monitor continuously on alarm, no nurses looking after it. And this with a very sick baby...","Translated by Google","・","See original (Dutch)","","","Share","Like","8"
"https://lh3.googleusercontent.com/a-/ALV-UjV7lIAqOfSitgsmtZRj3xC-ktjHHFfv8_zRla6RcyNsww8yu0Ua=w36-h36-p-rp-mo-br100","gilbert zenner","2 reviews","3 years ago","I CERTAINLY DON'T THINK IT IS UNABLE THAT WE NO LONGER HAVE A PERMANENT DOCTOR AT THE UZ. I HAVE ALREADY TALKED ABOUT IT WITH PROF VAN BIESSEN. ZENNER GILBERT 01/10/43","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVus8o-dtmw_0uCVpXIdYz-1v9kG2UTMjpTmx_1QXHKXtajztQU=w36-h36-p-rp-mo-br100","marlies vandekerckhove","27 reviews","3 years ago","Satisfying","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWY36frZRk2wFV2c8V6YOPouazsovqh90Ydc1BjCfvubPLm8Do=w36-h36-p-rp-mo-ba2-br100","Kristel De Greef","Local Guide · 25 reviews","3 years ago","highly specialized and high-quality care certainly does NOT apply to surgical procedures performed by the plastic surgery service.  Pre and post-operative follow-up by different surgeons (in training or not) was worthless for me.","Translated by Google","・","See original (Dutch)","","","Share","Like","8"
"https://lh3.googleusercontent.com/a/ACg8ocLtSnNIijLfZwaLPu_FscmKYw4JgnB3Muk-uejdZdrjYBPRig=w36-h36-p-rp-mo-br100","Myriam Wielfaert","124 reviews · 84 photos","3 years ago","Yesterday was the first time I have been to the Ghent hospital, very friendly, helpful, fast service, very good explanation, highly recommended for family and friends, Myriam","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocJSd9Vq9hJKc5dHwuDtH8h7HFsDyzyPtvZULONv12W7JEhRww=w36-h36-p-rp-mo-ba4-br100","Kitty Quinet","Local Guide · 140 reviews","3 years ago","What you expect from a hospital","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXwI1r5EXyUIGCZolyDcu3OhM3zFC87MlUxMVsav1krLhhFtsMF=w36-h36-p-rp-mo-ba5-br100","ILine Venar","Local Guide · 119 reviews · 486 photos","3 years ago","Not much people, clean hospital and nice doctors","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVBKmUC1EI0wLdgFbV8q7xbXUyOxpRiSpWDR6Efx9nqNfQLSxl_=w36-h36-p-rp-mo-br100","Sylvia Bout","12 reviews · 4 photos","3 years ago","As a Dutch person, I am more than satisfied with the whole thing. Fantastic doctor and super friendly staff. Highly recommended.","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIzujJSNJCLYGWDWEv2_NPpaoEjobmpGyXLXsDLEZYqhO_zbQ=w36-h36-p-rp-mo-ba4-br100","Piet 64","Local Guide · 56 reviews · 43 photos","3 years ago","A big shout out to Dr. De Caesstecker and his entire team (including the nursing staff) for the way they cared for my autistic brother before, during and after his major operation!!!!","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjXmygfOihtg92ojcqt24P8d0e7gg6DNJEoGcpXailZJJ-3-Yx5u=w36-h36-p-rp-mo-br100","Goudali Amine","","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX0_otff6GGhSCFU8e951fzehC4ttOz2Y7g0urgKX70d_6djYbL=w36-h36-p-rp-mo-ba4-br100","thomas mariage","Local Guide · 172 reviews · 3 photos","4 years ago","Top because and being French we were well taken care of quickly., well unfortunately it didn't end well, hospital is not responsible, those are the things of life 🙏 …","Translated by Google","・","See original (French)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjW39ZeVJUvf6FldRWHgTrfXJ8b2K7qj_3F5iXTj5InpwC9ADKg=w36-h36-p-rp-mo-ba3-br100","Marieke Jonker","Local Guide · 69 reviews · 7 photos","4 years ago","Terrible infrastructure.  5 disabled parking spaces are always full or there are some that do not have a card.
Elevator requires an average wait of half an hour. Standing stuffed up. Nice with covid.
Wait 30 to 45 minutes at reception.  Please change your policy.  We don't come here anymore. Last time was today.","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a/ACg8ocIRPq_QTRdajOaEyyw8M_OXy_WgGFkpcx07ZX4jGVWvFt2Diw=w36-h36-p-rp-mo-br100","Peggy Pfaff","38 reviews","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK_zRSJa_LVEKC35lF7DInqT4rDqnUjdaHhFTz8NeoVhR6cBA=w36-h36-p-rp-mo-br100","Van Gerwen Hedwig","53 reviews · 1 photo","4 years ago","A very good hospital. Very friendly. Good reception. Enjoy food. And certainly kudos to the nursing service.","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjVGPCLUPN6E1LYQKIBH3DgsWhMn4pXynjPX-HZ2fordAhvXuEd-0A=w36-h36-p-rp-mo-ba4-br100","Cel Van Den Daele","Local Guide · 63 reviews · 128 photos","Edited 4 years ago","Best hospital in Flanders for cancer research.","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjX7xNx2ERSZxXaquO1vt_QXZg8GeQmPZLMublLSyTW29nymStRh0A=w36-h36-p-rp-mo-ba5-br100","Gary Poppelreiter","Local Guide · 202 reviews · 78 photos","4 years ago","Wasted 4 years of my life for nothing waiting on them. Since Monstery left, the andro fsit team doesn't imp... Ftm run away, there are competent chir who make real phallos and not what we impose here.","Translated by Google","・","See original (French)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXr37QNc9t2dK_LHE_rXpL8BHRqj0rTcHU5C8i4E9GOG6PWhBV7rQ=w36-h36-p-rp-mo-ba6-br100","KT Tan","Local Guide · 38 reviews · 5,236 photos","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJTnzXzEuvUBNNMPh8JdVmnRUqAbRNgpybBvK1MwmyRV-NAx3E=w36-h36-p-rp-mo-ba4-br100","marjolein callens","Local Guide · 75 reviews","4 years ago","It's a hassle to register and then go to the right place. Especially if you have difficulty walking","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjX69vS_q0w1Z3Dx0RHdGpVcXyvpEEdlc-pRzt7pdBcCI5zr2kEK9w=w36-h36-p-rp-mo-ba3-br100","Caroline Amant","Local Guide · 28 reviews · 4 photos","4 years ago","Easy to access","Translated by Google","・","See original (French)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjX152gRy2MslA_SC_XvTOuUNnRYIBfggkmDr847SbA0wRl2MqXd=w36-h36-p-rp-mo-ba3-br100","Katje Daisy","Local Guide · 67 reviews · 21 photos","4 years ago","Pain clinic has a great team, especially doctor Crombez is a great doctor, takes as much time as necessary. Only place where you are not a number","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVhOqnMRdYKi4tFR5WCVtuwOA5krFA_ww-Jii8D-pJNeP2HuXlY=w36-h36-p-rp-mo-ba3-br100","Ibrahim","Local Guide · 28 reviews · 43 photos","4 years ago","I have an appointment for a covid test at 11:30. There are 2 rows 1 for people with an appointment and 1 for people without. There is no clear instructions on how to enter. The row without appointments is moving faster than the row with. There is a couple in front of me with a child, waiting for their turn and it's cold... Much respect for the nurses and everyone doing their best, but the organisation has to be better.","","","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjVQgHyUjfN3pLpg0Ozca-IZ03Gb3phN0ganVJq6BRP-cCTaSzmP=w36-h36-p-rp-mo-ba2-br100","Anne Claeys","Local Guide · 23 reviews · 2 photos","4 years ago","A lot of work that is disruptive to patients in and around UZ","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX898O0o4siYARWznYXwyvlflXSZz5LxCnuuUw66WCmwNKmdU4=w36-h36-p-rp-mo-ba2-br100","Manu Verbinnen","Local Guide · 16 reviews","Edited 4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVPuSZBFq-0qJEBS8sInPzb-7komxEDVIzjEzoR7RikyaDxnadf=w36-h36-p-rp-mo-ba4-br100","Christel Van uytvanck","Local Guide · 87 reviews · 124 photos","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJWV3EXoWyLJeLjL7TxHOfEQqSG9AXyJPwR2jkf8lIgCsaeww=w36-h36-p-rp-mo-br100","Khan Khan","1 review","4 years ago","👍 …","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVYO36MEU6oWg0CIHzU4nj5NJolYCGomE-OrrJg2JQJxzf3qSWmnA=w36-h36-p-rp-mo-ba3-br100","Nino Metreveli","Local Guide · 51 reviews · 8 photos","4 years ago","Why on earth would they not have registration machines and receptions in every building! Why do I have to go a building half a kilometer away and stand in a long line with obviously sick and coughing people just to register? And when I come …","","","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocKFl5HygxGuQKa51cvx2hhkc9ZFWmX_CDxrsrEXn2DaagNeMA=w36-h36-p-rp-mo-br100","Joelle Segers","4 reviews","4 years ago","Too bad you forget the people with no corona! My daughter is still waiting for a redeeming phone call from you, unfortunately she has to wait a long time, her pain does not matter....","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjXcM7_FAUitJ_9ht222DO40QZSP5d3OHB-kRPvCIhKDJh1sMiE5=w36-h36-p-rp-mo-ba4-br100","rik uyttenhove","Local Guide · 8 reviews · 73 photos","4 years ago","","","","","","","","",""
